,SUBST,PRON,VERB,ADJ,ART,PREP,UNC,ADV,CONJ,INTERJ
inter-,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
interact,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
starting-point,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
machinological,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
dyad,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
epigramatically,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
six-week-old,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trapezium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
neonates,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
non-emotional,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mouth-widening,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
protrusion,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prodigiously,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
responsivity,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gratings,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chequerboards,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
supra-normal,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
kantian,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ascribing,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mind-independent,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
self-governed,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
front-door,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
top-left-hand,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
selfdetermination,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
occluded,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
microsecond,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
willed,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
highfalutin',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
caveat,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refractoriness,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x-experience,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
appearance/reality,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
occluder,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
appearancereality,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
two-month-old,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
two-week-old,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
posit,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
non-overt,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
immobile,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
nativist,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
referential,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
babyhood,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
graspable,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
suckable,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
trackable,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
/whatever,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
goal-driven,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
failure-driven,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
assimilatory,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
reorganizations,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensorimotor,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prehension,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
occluders,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
back-to-a,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
perseveration,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transposing,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
memory-failure,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bolsters,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seven-month-old,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
receptacle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
criss-cross,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
disprove,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
renée,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
visually-guided,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
italicized,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
testable,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
sketching,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
completely-occluded,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
pre-school,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
appearance-based,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
light-filter,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
swamps,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phenomenalists,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refraction,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
non-illusory,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
impasse,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
perceptually,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
misinterpret,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
misinterpreting,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
determinants,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
non-conservers,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
one-inch,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ten-inch,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
centrated,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
non-conserver,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
non-salient,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
perceptually-determined,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
astington,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
olson,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
piaget-flavell,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adult-like,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
safe-keeping,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
departs,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
appearance-versus-reality,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wellman,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
misinforming,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
implanting,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
non-,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
chocolate-finding,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
filch,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uta,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
non-autistic,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mentally-retarded,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
directedness,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coda,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
undergrowth,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intractable,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
encodings,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
convinces,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
epistemic,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
misdirection,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
disinhibition,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unco-ordination,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
well-formed,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mosaics,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inexorably,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
gibson,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resonating,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
second-by-second,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
input-process,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
omelette,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ego-based,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
inheriting,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
humean,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
insightful,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
analogue,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
slide-shows,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
globs,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kaleidoscopic,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
associationist-representational,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
spectacularly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
unheralded,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
unwilled,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
freudian,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
imaginings,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translating,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adverbs,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mental/physical,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
behavioural/physical,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bright-red,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
after-image,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paintable,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
greenness,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prepositional,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
adverb,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
psycholinguist,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
merrill,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
garrett,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
isotropic,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
quinean,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
quine,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
falsification,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
verification,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
propositions,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
marr,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inhelder,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boden,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shod,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
capacities,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intentionally,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
habituation,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re-awakening,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dishabituation,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
schopenhauer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kant.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
brentano,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
husserl,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bracketed,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
latto,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intelligences,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
radiographic,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
caton,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
voltages,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scalps,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monkeys,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fifty-five,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
psychiatrist,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jena,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
electroencephalogram,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kleitman,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
electroencephalography,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
recurred,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eye-movement,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
twitches,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
non-rem,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
affording,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
computerized,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ct,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nuclei,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nmr,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
radioactively,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
positron,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
localizing,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
abnormality,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hallucinating,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
localization,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blips,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eps,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
superimposition,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
condensers,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fergus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
psycho,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tedium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
benjamin,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cortical-evoked,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
dualists,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eccles,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rps,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
subtracting,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
marginalization,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
instantaneity,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
instantaneously,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
untestable,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
reductionists,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
electrophysiologically,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
clicks,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
labile,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
fluctuation,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
untangling,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attentional,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
emitted,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
orchestral,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
selectively,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
jouvet,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
occipital,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
raúl,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hemández-peón,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
psychophysiology,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
donchin,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
illinois,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
peaking,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kutas,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
semantically,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
grammatically,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
typeface,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sequencing,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reductionist,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brain-processes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zettel,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
608,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anscombe,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sub-atomic,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
particle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
folk-psychological,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
brain-mind,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mind-brain,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
parsimony,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
electrophysiology,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
observable,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
near-threshold,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
grails,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intuitively,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
clinician,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weiskrantz,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
validating,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dissociating,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
compartmentalizes,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
köhler,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
elucidating,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
communicating,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
by-and-large,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anthropomorphism,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
borderline,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reflectance,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hanley,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
impairs,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
neurochemistry,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imponderable,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18–21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
functionally,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scanner,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unobserved,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
quarks,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
subatomic,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anxiety-provoking,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
epiphenomenalism,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dennett,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sceptic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fluke,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
perplexing,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
adequacy,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flounder,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
probe,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
syndromes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
schizophrenia,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wemicke,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aphasia,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
superficially,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
oo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
phonemic,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
pre-established,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
phonemes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
whole-word,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
sublexical,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
congenital,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
irregularly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
coll-oh-nell,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liston,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
marshall,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
newcombe,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
non-word,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pinpointed,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heterogeneity,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fractionates,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
regularizes,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
col-oh-nell,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hyena,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heck,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
schwartz,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
